customer_id,signup_date,location,device_os,referral_source,funnel_stage_reached,order_value,discount_used,last_active_timestamp,session_duration_seconds
CUST-00290,10/12/2024,Melbourne;Australia,MOBILE-ANDROID,Facebook Ads,VIEWED,N/A,no,2024-11-01 03:28:15,618
CUST-00199,"Oct 20, 2024",Los Angeles;United States,Mobile-Android,Direct,Viewed,N/A,N,2024-11-09T14:34:46,448
CUST-00131,04/07/2024,toronto;Canada,Mobile-iOS,FACEBOOK ADS,added to cart,NULL,No,04/25/2024 02:52 PM,448
CUST-00054,2024-12-01,Berlin;Germany,Desktop-Windows,email campaign, Viewed,,,2024-12-08T05:37:12,1570
CUST-00696,"Mar 02, 2024",london;United Kingdom,Desktop-macOS, Facebook Ads,VIEWED,N/A,false,2024-03-15 04:02:26,663
CUST-01769,22/07/2024,Toronto;Canada,Desktop-macOS,Google Search,Viewed,n/a,N,05/08/2024 03:14,113
CUST-00547,11/11/2024,Los Angeles;United States,Desktop-macOS, Facebook Ads,added to cart,NULL,no,2024-11-11 20:45:39,1098
cust-00359,12/11/2024,manchester;United Kingdom,Mobile-iOS,google search,VIEWED,,0,25/11/2024 01:40,1689
CUST-00090,2024-08-17,LONDON;United Kingdom,Mobile-iOS,instagram ads, Checkout ,,,24/08/2024 01:24,874
CUST-00345,"Oct 20, 2024",Toronto;Canada,Desktop-Windows,Email Campaign,ADDED TO CART,n/a,N,2024-11-02T22:04:12,1359
CUST-01022,16/11/2024,Chicago;United States,Mobile-iOS,affiliate ,viewed,N/A,FALSE,2024-11-22T21:06:28,1226
CUST-01428,16/03/2024,Manchester;United Kingdom,Tablet-Android,Direct,viewed,,No,2024-03-28 16:59:24,1459
 CUST-01101,"Jan 17, 2024",london;United Kingdom,Tablet-Android,Email Campaign,Added to Cart,N/A,false,24/01/2024 11:48,1571
CUST-01035,14/05/2024,Dublin;Ireland,Tablet-Android,FACEBOOK ADS,VIEWED,,no,2024-05-20 04:19:11,538
CUST-00467,2024-12-09,Toronto;Canada,desktop-windows,Email  Campaign,Added to Cart,,0,17/12/2024 13:12,55
CUST-00240,04/23/2024,Chicago;United States,Desktop-macOS,Email Campaign,Added to cart ,,N,05/07/2024 01:46 PM,1271
CUST-00057,05/10/2024,London;United Kingdom,Tablet-iPadOS,Email Campaign,viewed,,0,05/30/2024 07:43 PM,883
CUST-00787,10/17/2024,LONDON;United Kingdom,mobile-ios,Google  Search, Viewed,N/A,FALSE,10/22/2024 11:30 AM,331
 CUST-00502,07/01/2024,Melbourne;Australia,MOBILE-ANDROID,FACEBOOK ADS,VIEWED,n/a,N,09/01/2024 00:10,1038
CUST-01430,04/16/2024,toronto;Canada,Tablet-iPadOS,instagram ads,ADDED TO CART,n/a,FALSE,2024-04-22 11:55:07,1532
CUST-00300,29-Mar-2024,Manchester;United Kingdom,Desktop-Windows,facebook ads, Viewed,,,03/30/2024 09:46 PM,868
CUST-00814,"Dec 10, 2024",Chicago;United States,Desktop-macOS,referral, Viewed,NULL,false,17/12/2024 16:50,1146
CUST-00525,29/10/2024,toronto;Canada,desktop-windows,email campaign,viewed,N/A,N,2024-11-07 05:30:02,311
CUST-00382,"Jul 20, 2024",Chicago;United States,Tablet-Android,facebook ads,VIEWED,NULL,No,2024-08-04T13:04:46,597
CUST-01571,05-Jan-2024,LONDON;United Kingdom,Tablet-iPadOS,Instagram Ads,Viewed,NULL,false,01/16/2024 05:38 AM,392
CUST-01494,"Dec 03, 2024",LONDON;United Kingdom,mobile-ios,Facebook Ads,viewed,,,12/18/2024 03:08 PM,1371
CUST-01547,05-Jun-2024,Toronto;Canada,desktop-windows,Referral,Added to cart ,N/A,no,06/19/2024 08:14 AM,535
CUST-00206,"Sep 07, 2024",Birmingham;United Kingdom,Tablet-iPadOS,affiliate ,VIEWED,N/A,,09/26/2024 10:37 PM,598
CUST-01618,11/06/2024,Leeds;United Kingdom,Mobile-iOS,affiliate ,CHECKOUT,,,06/20/2024 10:09 AM,322
CUST-01433,22/11/2024,London;United Kingdom,mobile-ios,direct,VIEWED,,FALSE,2024-12-07T19:47:16,1157
CUST-01467,"Sep 18, 2024",toronto;Canada,Desktop-Windows,direct,Checkout,,false,09/29/2024 04:25 AM,791
CUST-01617,"May 02, 2024",Melbourne;Australia,desktop-windows,Affiliate,Checkout,NULL,0,05/12/2024 04:20 PM,733
CUST-00124,31-Jul-2024,london;United Kingdom,Tablet-Android,DIRECT,VIEWED,,0,2024-08-06 02:37:53,107
CUST-01545,17-Apr-2024,London;United Kingdom,desktop-windows,google search,Viewed,NULL,false,2024-04-21 08:20:06,1623
CUST-00560,24-Apr-2024,New York;United States,Desktop-Windows,facebook ads,VIEWED,N/A,no,2024-05-12 16:39:38,1701
CUST-01678,04/11/2024,new york;United States,Mobile-iOS, Facebook Ads,Purchased ,$19.97,0,04/30/2024 11:50 PM,1514
CUST-00982,03/04/2024,new york;United States,Tablet-Android,direct,Added to cart ,NULL,No,2024-04-19T07:43:33,1699
CUST-00566,08/15/2024,Chicago;United States,Tablet-iPadOS,Google Search,ADDED TO CART,,N,2024-09-01 19:56:23,1062
CUST-01429,26/04/2024,Los Angeles;United States,Mobile-Android,Direct,VIEWED,,FALSE,05/03/2024 05:15 PM,1647
CUST-01800,22-Apr-2024,Berlin;Germany,Tablet-Android,referral,viewed,n/a,false,2024-05-06T00:41:28,1598
CUST-00510,10/03/2024,manchester;United Kingdom,MOBILE-ANDROID,Facebook Ads,ADDED TO CART,NULL,0,2024-03-30T10:05:06,779
CUST-01289,2024-03-14,Leeds;United Kingdom,Desktop-macOS,Google  Search, Viewed,NULL,0,29/03/2024 11:24,1098
CUST-00262,2024-12-24,Leeds;United Kingdom,Tablet-Android,Direct,Viewed,N/A,0,2025-01-13 18:53:26,980
CUST-00023,08/23/2024,New York;United States,MOBILE-ANDROID,Facebook Ads, Viewed,n/a,no,2024-09-10 22:43:50,1328
CUST-01314,02-Jul-2024,Leeds;United Kingdom,Tablet-Android,google search,VIEWED,NULL,false,2024-07-19T17:11:53,51
CUST-01307,03/11/2024,london;United Kingdom,Mobile-Android,Google Search,added to cart,,0,11/13/2024 05:23 PM,149
 CUST-00711,"Dec 09, 2024",london;United Kingdom,Desktop-Windows,direct,Added to cart ,n/a,,12/19/2024 04:37 PM,243
CUST-00392,"Jan 10, 2024",london;United Kingdom,MOBILE-ANDROID, Facebook Ads,Added to Cart,NULL,N,01/30/2024 02:37 AM,36
CUST-00985,27/06/2024,LONDON;United Kingdom,desktop-windows,Email  Campaign,Checkout,n/a,0,09/07/2024 14:56,1592
CUST-00389,2024-05-18,Dublin;Ireland,Desktop-macOS,Google Search,ADDED TO CART,NULL,0,25/05/2024 19:11,467
CUST-01426,08/06/2024,new york;United States,desktop-windows,Referral,VIEWED,,,2024-08-11T16:39:18,625
CUST-01654,"Sep 26, 2024",Berlin;Germany,Mobile-Android,Email  Campaign,CHECKOUT,N/A,FALSE,2024-09-29T20:31:55,1007
CUST-01799,"Apr 26, 2024",new york;United States,desktop-windows, Facebook Ads,viewed,NULL,FALSE,14/05/2024 20:15,687
CUST-00750,21-Jan-2024,Toronto;Canada,Mobile-Android,email campaign,viewed,N/A,No,27/01/2024 15:38,459
CUST-01189,04/05/2024,Dublin;Ireland,MOBILE-ANDROID,referral, Viewed,N/A,No,2024-05-21T17:16:11,1050
CUST-00580,10/27/2024,Birmingham;United Kingdom,mobile-ios,DIRECT,added to cart,N/A,,10/11/2024 13:21,1042
CUST-00520,"Nov 06, 2024",LONDON;United Kingdom,Desktop-macOS,direct, Viewed,,false,11/14/2024 10:38 PM,1796
CUST-01730,19/11/2024,new york;United States,desktop-windows,Instagram Ads,Added to Cart,NULL,No,2024-12-07 23:39:03,1360
CUST-01259,2024-06-25,London;United Kingdom,Desktop-Windows,FACEBOOK ADS,checkout,n/a,N,2024-07-07 09:32:43,1301
CUST-00473,28-Jan-2024,New York;United States,Mobile-Android,DIRECT, Viewed,,N,2024-02-18 06:08:44,1751
CUST-00398,03/02/2024,Chicago;United States,MOBILE-ANDROID,Direct,Added to cart ,n/a,,02/18/2024 06:14 PM,834
CUST-00669,21-Jan-2024,Leeds;United Kingdom,Mobile-iOS,Referral,Viewed,n/a,No,2024-01-27T19:39:16,1716
CUST-00067,2024-08-03,LONDON;United Kingdom,Tablet-iPadOS,DIRECT,Viewed,NULL,FALSE,2024-08-08 12:09:15,1364
CUST-01028,10/29/2024,Los Angeles;United States,desktop-windows,google search,VIEWED,NULL,,31/10/2024 18:40,904
cust-00265,2024-12-26,Dublin;Ireland,Desktop-Windows,Affiliate,VIEWED,n/a,,31/12/2024 23:29,842
CUST-00589,03/25/2024,Sydney;Australia,Tablet-iPadOS,Referral,Added to cart ,n/a,false,2024-04-06T11:13:51,1237
CUST-01088,16-Feb-2024,Toronto;Canada,Mobile-iOS,google search,Viewed,,no,2024-02-20T03:13:46,1538
CUST-00743,2024-10-30,toronto;Canada,Tablet-iPadOS,Instagram Ads,Added to cart ,,N,10/31/2024 09:06 PM,597
CUST-01239,23/07/2024,london;United Kingdom,mobile-ios,facebook ads, Checkout ,NULL,false,2024-07-26 13:20:05,1128
CUST-00886,"Aug 12, 2024",toronto;Canada,Tablet-iPadOS,DIRECT,Purchased,£121.73,N,08/18/2024 04:12 PM,806
CUST-00735,"Oct 26, 2024",Melbourne;Australia,Mobile-Android,Affiliate,Viewed,n/a,,2024-11-09 09:09:48,185
CUST-01434,2024-08-19,toronto;Canada,desktop-windows,direct,PURCHASED,£339.77,Y,22/08/2024 12:44,465
CUST-01445,2024-03-27,Manchester;United Kingdom,Desktop-Windows,Google Search,PURCHASED,47.79,FALSE,2024-03-30 10:29:48,884
CUST-00440,25/06/2024,Paris;France,MOBILE-ANDROID,affiliate ,VIEWED,NULL,No,07/14/2024 11:57 AM,868
CUST-01690,"Dec 01, 2024",New York;United States,Mobile-Android,Referral,Viewed,N/A,No,12/05/2024 03:22 PM,1712
CUST-00533,11/26/2024,manchester;United Kingdom,Mobile-Android,email campaign,added to cart,NULL,,2024-12-11 13:47:20,1619
CUST-01461,24-May-2024,Dublin;Ireland,Desktop-Windows,FACEBOOK ADS,Viewed,NULL,0,05/06/2024 20:39,1129
CUST-01026,12/01/2024,manchester;United Kingdom,mobile-ios,Email Campaign,Added to Cart,n/a,no,18/01/2024 04:00,1329
CUST-00223,"Apr 03, 2024",toronto;Canada,Tablet-iPadOS,instagram ads, Viewed,NULL,false,22/04/2024 01:08,135
CUST-00322,10/08/2024,Berlin;Germany,mobile-ios, Facebook Ads,VIEWED,n/a,FALSE,16/10/2024 21:21,238
CUST-01102,12/17/2024,manchester;United Kingdom,Mobile-iOS,Email  Campaign,Purchased ,USD 262.69,Y,2024-12-26T07:38:48,1136
CUST-01323,07/17/2024,Berlin;Germany,desktop-windows,facebook ads,ADDED TO CART,n/a,No,2024-07-31 02:03:17,1671
CUST-00890,10-Apr-2024,toronto;Canada,Desktop-Windows,Direct,purchased,USD 99.60,Yes,04/19/2024 05:23 AM,150
CUST-00594,2024-02-23,Sydney;Australia,Mobile-Android,Referral,Viewed,NULL,FALSE,2024-03-06 12:15:49,448
CUST-00952,12/22/2024,london;United Kingdom,Desktop-Windows,facebook ads,VIEWED,N/A,No,10/01/2025 15:14,742
CUST-00734,03/04/2024,New York;United States,Tablet-iPadOS,google search,ADDED TO CART,,false,2024-04-08 00:41:42,635
CUST-01481,23-Dec-2024,new york;United States,mobile-ios,affiliate ,Viewed,NULL,FALSE,2025-01-12T13:45:33,625
CUST-00908,12/04/2024,Manchester;United Kingdom,MOBILE-ANDROID,Direct,VIEWED,N/A,FALSE,18/12/2024 19:06,-55
CUST-00866,18-Dec-2024,manchester;United Kingdom,Tablet-iPadOS,email campaign,ADDED TO CART,,no,01/01/2025 07:27 AM,1232
CUST-00313,"Jul 17, 2024",manchester;United Kingdom,mobile-ios,Google  Search,CHECKOUT,NULL,No,02/08/2024 13:53,914
CUST-00197,2024-02-11,Los Angeles;United States,desktop-windows,Referral,Added to Cart,NULL,No,2024-02-19T14:14:31,554
CUST-00159,2024-05-06,Melbourne;Australia,Desktop-Windows,Email  Campaign,Viewed,NULL,,08/05/2024 22:50,1426
CUST-00612,"Jul 30, 2024",Manchester;United Kingdom,Tablet-Android,referral,Added to cart ,n/a,no,2024-08-16T10:11:20,621
cust-00929,"Dec 19, 2024",Chicago;United States,Mobile-iOS,Referral,Purchased ,124.26,false,12/28/2024 09:09 AM,416
CUST-00379,10/14/2024,Toronto;Canada,mobile-ios,Email  Campaign,ADDED TO CART,,N,2024-10-22T16:15:46,670
CUST-00092,03-Jul-2024,Dublin;Ireland,Tablet-Android,referral, Viewed,NULL,N,2024-07-16T15:27:50,48
CUST-01293,05/03/2024,manchester;United Kingdom,mobile-ios,Referral, Checkout ,N/A,No,05/05/2024 01:11,1002
CUST-01798,13-Apr-2024,toronto;Canada,Mobile-iOS,Facebook Ads,viewed,n/a,0,2024-04-22 18:47:45,1198
CUST-00247,08-Oct-2024,LONDON;United Kingdom,Desktop-Windows,FACEBOOK ADS,CHECKOUT,n/a,No,22/10/2024 23:47,411
CUST-00717,12/18/2024,Paris;France,Mobile-iOS,Direct,VIEWED,n/a,N,26/12/2024 22:45,-54
